timestamp,container,cpu_percent,memory_usage_mb,memory_limit_mb,memory_percent,network_rx_mb,network_tx_mb,block_read_mb,block_write_mb,pids
2026-06-25T18:40:27Z,flash-sale-api,0.18,93.910467,8329.015329,1.13,20.8,29.3,36.1,0.0,6
2026-06-25T18:40:27Z,flash-sale-worker,0.01,67.203236,8329.015329,0.81,21.1,21.3,23.9,0.0,1
2026-06-25T18:40:27Z,flash-sale-postgres,0.04,63.208161,8329.015329,0.76,30.6,28.3,41.7,174.0,15
2026-06-25T18:40:27Z,flash-sale-rabbitmq,133.29,164.626432,8329.015329,1.98,11.2,11.5,55.9,0.254,33
2026-06-25T18:40:27Z,flash-sale-prometheus,0.0,19.608371,8329.015329,0.24,5.32,0.394,75.6,0.979,12
2026-06-25T18:40:34Z,flash-sale-api,0.29,93.910467,8329.015329,1.13,20.8,29.4,36.1,0.0,6
2026-06-25T18:40:34Z,flash-sale-worker,0.0,67.203236,8329.015329,0.81,21.1,21.3,23.9,0.0,1
2026-06-25T18:40:34Z,flash-sale-postgres,0.04,63.208161,8329.015329,0.76,30.6,28.3,41.7,174.0,15
2026-06-25T18:40:34Z,flash-sale-rabbitmq,0.39,164.102144,8329.015329,1.97,11.2,11.5,55.9,0.254,33
2026-06-25T18:40:34Z,flash-sale-prometheus,0.04,19.608371,8329.015329,0.24,5.33,0.394,75.6,0.979,12
2026-06-25T18:40:41Z,flash-sale-api,0.57,93.910467,8329.015329,1.13,20.8,29.4,36.1,0.0,6
2026-06-25T18:40:41Z,flash-sale-worker,0.0,67.203236,8329.015329,0.81,21.1,21.3,23.9,0.0,1
2026-06-25T18:40:41Z,flash-sale-postgres,0.0,63.208161,8329.015329,0.76,30.6,28.3,41.7,174.0,15
2026-06-25T18:40:41Z,flash-sale-rabbitmq,0.85,164.416717,8329.015329,1.97,11.2,11.6,55.9,0.254,33
2026-06-25T18:40:41Z,flash-sale-prometheus,0.16,19.608371,8329.015329,0.24,5.35,0.395,75.6,0.987,12
2026-06-25T18:40:48Z,flash-sale-api,0.21,93.910467,8329.015329,1.13,20.8,29.4,36.1,0.0,6
2026-06-25T18:40:48Z,flash-sale-worker,0.0,67.203236,8329.015329,0.81,21.1,21.3,23.9,0.0,1
2026-06-25T18:40:48Z,flash-sale-postgres,0.0,63.281562,8329.015329,0.76,30.6,28.3,41.7,174.0,15
2026-06-25T18:40:48Z,flash-sale-rabbitmq,0.91,164.416717,8329.015329,1.97,11.2,11.6,55.9,0.254,33
2026-06-25T18:40:48Z,flash-sale-prometheus,0.19,19.608371,8329.015329,0.24,5.36,0.396,75.6,0.987,12
2026-06-25T18:40:55Z,flash-sale-api,0.49,93.910467,8329.015329,1.13,20.8,29.4,36.1,0.0,6
2026-06-25T18:40:55Z,flash-sale-worker,0.0,67.203236,8329.015329,0.81,21.1,21.3,23.9,0.0,1
2026-06-25T18:40:55Z,flash-sale-postgres,0.01,63.208161,8329.015329,0.76,30.6,28.3,41.7,174.0,15
2026-06-25T18:40:55Z,flash-sale-rabbitmq,7.93,190.421402,8329.015329,2.29,11.2,11.6,55.9,0.254,39
2026-06-25T18:40:55Z,flash-sale-prometheus,0.21,19.608371,8329.015329,0.24,5.37,0.397,75.6,0.991,12
2026-06-25T18:41:02Z,flash-sale-api,9.05,93.95241,8329.015329,1.13,20.9,29.5,36.1,0.0,6
2026-06-25T18:41:02Z,flash-sale-worker,5.94,67.203236,8329.015329,0.81,21.2,21.3,23.9,0.0,1
2026-06-25T18:41:02Z,flash-sale-postgres,3.94,63.197676,8329.015329,0.76,30.7,28.4,41.7,174.0,15
2026-06-25T18:41:02Z,flash-sale-rabbitmq,194.62,163.997286,8329.015329,1.97,11.2,11.6,55.9,0.254,33
2026-06-25T18:41:02Z,flash-sale-prometheus,0.0,19.608371,8329.015329,0.24,5.38,0.398,75.6,0.991,12
2026-06-25T18:41:09Z,flash-sale-api,17.6,94.004838,8329.015329,1.13,21.1,29.8,36.1,0.0,6
2026-06-25T18:41:09Z,flash-sale-worker,11.24,67.203236,8329.015329,0.81,21.5,21.6,23.9,0.0,1
2026-06-25T18:41:09Z,flash-sale-postgres,7.65,63.208161,8329.015329,0.76,31.1,28.7,41.7,176.0,15
2026-06-25T18:41:09Z,flash-sale-rabbitmq,11.23,164.207002,8329.015329,1.97,11.4,11.7,55.9,0.254,33
