timestamp,container,cpu_percent,memory_usage_mb,memory_limit_mb,memory_percent,network_rx_mb,network_tx_mb,block_read_mb,block_write_mb,pids
2026-06-25T18:11:27Z,flash-sale-api,0.22,91.351941,8329.015329,1.1,5.87,8.75,36.1,0.0,6
2026-06-25T18:11:27Z,flash-sale-worker,0.0,67.19275,8329.015329,0.81,5.92,5.97,23.9,0.0,1
2026-06-25T18:11:27Z,flash-sale-postgres,0.05,57.011077,8329.015329,0.68,8.43,7.9,41.7,48.5,12
2026-06-25T18:11:27Z,flash-sale-rabbitmq,0.3,163.892429,8329.015329,1.97,3.13,3.28,55.9,0.238,33
2026-06-25T18:11:27Z,flash-sale-prometheus,0.0,18.643681,8329.015329,0.22,2.18,0.169,75.3,0.455,12
2026-06-25T18:11:34Z,flash-sale-api,0.2,91.351941,8329.015329,1.1,5.87,8.76,36.1,0.0,6
2026-06-25T18:11:34Z,flash-sale-worker,0.0,67.19275,8329.015329,0.81,5.92,5.97,23.9,0.0,1
2026-06-25T18:11:34Z,flash-sale-postgres,0.05,57.011077,8329.015329,0.68,8.43,7.9,41.7,48.5,12
2026-06-25T18:11:34Z,flash-sale-rabbitmq,0.38,163.787571,8329.015329,1.97,3.13,3.28,55.9,0.238,33
2026-06-25T18:11:34Z,flash-sale-prometheus,0.13,18.643681,8329.015329,0.22,2.19,0.169,75.3,0.455,12
2026-06-25T18:11:41Z,flash-sale-api,0.53,91.351941,8329.015329,1.1,5.87,8.78,36.1,0.0,6
2026-06-25T18:11:41Z,flash-sale-worker,0.0,67.19275,8329.015329,0.81,5.92,5.97,23.9,0.0,1
2026-06-25T18:11:41Z,flash-sale-postgres,3.45,57.032049,8329.015329,0.68,8.43,7.9,41.7,48.5,12
2026-06-25T18:11:41Z,flash-sale-rabbitmq,1.38,163.997286,8329.015329,1.97,3.13,3.28,55.9,0.238,33
2026-06-25T18:11:41Z,flash-sale-prometheus,0.0,18.675139,8329.015329,0.22,2.21,0.17,75.3,0.455,12
2026-06-25T18:11:48Z,flash-sale-api,0.21,91.351941,8329.015329,1.1,5.87,8.78,36.1,0.0,6
2026-06-25T18:11:48Z,flash-sale-worker,0.0,67.19275,8329.015329,0.81,5.92,5.97,23.9,0.0,1
2026-06-25T18:11:48Z,flash-sale-postgres,0.0,57.011077,8329.015329,0.68,8.43,7.9,41.7,48.5,12
2026-06-25T18:11:48Z,flash-sale-rabbitmq,51.52,216.216371,8329.015329,2.6,3.13,3.28,55.9,0.238,63
2026-06-25T18:11:48Z,flash-sale-prometheus,0.0,18.685624,8329.015329,0.22,2.22,0.171,75.3,0.463,12
2026-06-25T18:11:55Z,flash-sale-api,0.42,91.351941,8329.015329,1.1,5.87,8.8,36.1,0.0,6
2026-06-25T18:11:55Z,flash-sale-worker,0.0,67.19275,8329.015329,0.81,5.92,5.97,23.9,0.0,1
2026-06-25T18:11:55Z,flash-sale-postgres,0.0,57.011077,8329.015329,0.68,8.43,7.9,41.7,48.5,12
2026-06-25T18:11:55Z,flash-sale-rabbitmq,203.97,163.997286,8329.015329,1.97,3.13,3.29,55.9,0.238,33
2026-06-25T18:11:55Z,flash-sale-prometheus,0.12,18.706596,8329.015329,0.22,2.24,0.172,75.3,0.463,12
2026-06-25T18:12:02Z,flash-sale-api,7.71,91.40437,8329.015329,1.1,5.93,8.88,36.1,0.0,6
2026-06-25T18:12:02Z,flash-sale-worker,6.06,67.19275,8329.015329,0.81,6.0,6.06,23.9,0.0,1
2026-06-25T18:12:02Z,flash-sale-postgres,3.87,57.273221,8329.015329,0.69,8.55,8.0,41.7,49.1,12
2026-06-25T18:12:02Z,flash-sale-rabbitmq,7.33,164.102144,8329.015329,1.97,3.18,3.34,55.9,0.238,33
2026-06-25T18:12:02Z,flash-sale-prometheus,0.0,18.706596,8329.015329,0.22,2.25,0.173,75.3,0.467,12
