timestamp,container,cpu_percent,memory_usage_mb,memory_limit_mb,memory_percent,network_rx_mb,network_tx_mb,block_read_mb,block_write_mb,pids
2026-06-25T18:01:23Z,flash-sale-api,0.19,88.489329,8329.015329,1.06,0.103,1.12,36.1,0.0,6
2026-06-25T18:01:23Z,flash-sale-worker,0.0,66.469233,8329.015329,0.8,0.0114,0.00784,23.9,0.0,1
2026-06-25T18:01:23Z,flash-sale-postgres,5.79,50.467963,8329.015329,0.61,0.0226,0.0223,41.3,0.614,9
2026-06-25T18:01:23Z,flash-sale-rabbitmq,0.24,162.214707,8329.015329,1.95,0.0102,0.017,55.9,0.229,33
2026-06-25T18:01:23Z,flash-sale-prometheus,0.04,18.045993,8329.015329,0.22,1.1,0.082,74.9,0.27,12
2026-06-25T18:01:30Z,flash-sale-api,0.42,88.489329,8329.015329,1.06,0.104,1.13,36.1,0.0,6
2026-06-25T18:01:30Z,flash-sale-worker,0.0,66.469233,8329.015329,0.8,0.0114,0.00784,23.9,0.0,1
2026-06-25T18:01:30Z,flash-sale-postgres,0.01,50.467963,8329.015329,0.61,0.0226,0.0223,41.3,0.614,9
2026-06-25T18:01:30Z,flash-sale-rabbitmq,97.96,242.221056,8329.015329,2.91,0.0107,0.0193,55.9,0.229,63
2026-06-25T18:01:30Z,flash-sale-prometheus,0.17,18.045993,8329.015329,0.22,1.11,0.0826,74.9,0.279,12
2026-06-25T18:01:37Z,flash-sale-api,0.15,88.489329,8329.015329,1.06,0.105,1.14,36.1,0.0,6
2026-06-25T18:01:37Z,flash-sale-worker,0.01,66.469233,8329.015329,0.8,0.0114,0.00784,23.9,0.0,1
2026-06-25T18:01:37Z,flash-sale-postgres,0.0,50.467963,8329.015329,0.61,0.0226,0.0223,41.3,0.614,9
2026-06-25T18:01:37Z,flash-sale-rabbitmq,37.17,162.214707,8329.015329,1.95,0.0112,0.0216,55.9,0.229,33
2026-06-25T18:01:37Z,flash-sale-prometheus,0.0,18.066964,8329.015329,0.22,1.12,0.0837,74.9,0.279,12
2026-06-25T18:01:44Z,flash-sale-api,0.21,88.489329,8329.015329,1.06,0.105,1.15,36.1,0.0,6
2026-06-25T18:01:44Z,flash-sale-worker,0.0,66.469233,8329.015329,0.8,0.0114,0.00784,23.9,0.0,1
2026-06-25T18:01:44Z,flash-sale-postgres,0.04,50.457477,8329.015329,0.61,0.0226,0.0223,41.3,0.623,9
2026-06-25T18:01:44Z,flash-sale-rabbitmq,0.34,162.214707,8329.015329,1.95,0.0117,0.0239,55.9,0.229,33
2026-06-25T18:01:44Z,flash-sale-prometheus,0.04,18.066964,8329.015329,0.22,1.13,0.0842,74.9,0.279,12
2026-06-25T18:01:51Z,flash-sale-api,0.24,88.489329,8329.015329,1.06,0.107,1.16,36.1,0.0,6
2026-06-25T18:01:51Z,flash-sale-worker,0.0,66.469233,8329.015329,0.8,0.0114,0.00784,23.9,0.0,1
2026-06-25T18:01:51Z,flash-sale-postgres,0.02,50.457477,8329.015329,0.61,0.0226,0.0223,41.3,0.623,9
2026-06-25T18:01:51Z,flash-sale-rabbitmq,0.34,162.214707,8329.015329,1.95,0.0123,0.0263,55.9,0.229,33
2026-06-25T18:01:51Z,flash-sale-prometheus,0.38,18.35008,8329.015329,0.22,1.15,0.0859,75.0,0.279,12
2026-06-25T18:01:58Z,flash-sale-api,1.47,89.443533,8329.015329,1.07,0.129,1.2,36.1,0.0,6
2026-06-25T18:01:58Z,flash-sale-worker,0.93,66.84672,8329.015329,0.8,0.0303,0.0264,23.9,0.0,1
2026-06-25T18:01:58Z,flash-sale-postgres,6.84,54.620324,8329.015329,0.66,0.0555,0.0527,41.4,0.786,11
2026-06-25T18:01:58Z,flash-sale-rabbitmq,1.26,162.214707,8329.015329,1.95,0.0232,0.0392,55.9,0.229,33
2026-06-25T18:01:58Z,flash-sale-prometheus,0.09,18.07745,8329.015329,0.22,1.16,0.0865,75.0,0.283,12
2026-06-25T18:02:05Z,flash-sale-api,3.03,89.516933,8329.015329,1.07,0.163,1.26,36.1,0.0,6
2026-06-25T18:02:05Z,flash-sale-worker,1.65,66.84672,8329.015329,0.8,0.0661,0.063,23.9,0.0,1
2026-06-25T18:02:05Z,flash-sale-postgres,1.16,54.567895,8329.015329,0.66,0.105,0.0955,41.4,1.05,11
2026-06-25T18:02:05Z,flash-sale-rabbitmq,13.25,191.78455,8329.015329,2.3,0.0406,0.0593,55.9,0.229,63
2026-06-25T18:02:05Z,flash-sale-prometheus,0.14,18.07745,8329.015329,0.22,1.17,0.0876,75.0,0.283,12
2026-06-25T18:02:12Z,flash-sale-api,2.73,89.642762,8329.015329,1.08,0.206,1.32,36.1,0.0,6
2026-06-25T18:02:12Z,flash-sale-worker,1.7,66.857206,8329.015329,0.8,0.109,0.106,23.9,0.0,1
2026-06-25T18:02:12Z,flash-sale-postgres,2.25,56.654561,8329.015329,0.68,0.159,0.143,41.6,1.37,12
2026-06-25T18:02:12Z,flash-sale-rabbitmq,155.4,162.319565,8329.015329,1.95,0.0631,0.0846,55.9,0.229,33
2026-06-25T18:02:12Z,flash-sale-prometheus,0.0,18.07745,8329.015329,0.22,1.18,0.0881,75.0,0.283,12
2026-06-25T18:02:19Z,flash-sale-api,4.15,89.653248,8329.015329,1.08,0.252,1.38,36.1,0.0,6
2026-06-25T18:02:19Z,flash-sale-worker,1.81,66.857206,8329.015329,0.8,0.161,0.16,23.9,0.0,1
2026-06-25T18:02:19Z,flash-sale-postgres,1.76,54.934897,8329.015329,0.66,0.238,0.211,41.6,2.12,11
2026-06-25T18:02:19Z,flash-sale-rabbitmq,2.99,162.424422,8329.015329,1.95,0.0907,0.115,55.9,0.229,33
2026-06-25T18:02:19Z,flash-sale-prometheus,0.09,18.07745,8329.015329,0.22,1.19,0.0887,75.0,0.283,12
2026-06-25T18:02:26Z,flash-sale-api,5.21,89.737134,8329.015329,1.08,0.332,1.5,36.1,0.0,6
2026-06-25T18:02:26Z,flash-sale-worker,3.35,66.857206,8329.015329,0.8,0.233,0.233,23.9,0.0,1
2026-06-25T18:02:26Z,flash-sale-postgres,1.74,54.934897,8329.015329,0.66,0.336,0.297,41.6,2.63,11
2026-06-25T18:02:26Z,flash-sale-rabbitmq,4.4,162.424422,8329.015329,1.95,0.128,0.157,55.9,0.229,33
2026-06-25T18:02:26Z,flash-sale-prometheus,0.0,18.07745,8329.015329,0.22,1.21,0.0898,75.0,0.283,12
2026-06-25T18:02:33Z,flash-sale-api,5.58,89.779077,8329.015329,1.08,0.414,1.61,36.1,0.0,6
2026-06-25T18:02:33Z,flash-sale-worker,3.55,66.867692,8329.015329,0.8,0.314,0.316,23.9,0.0,1
2026-06-25T18:02:33Z,flash-sale-postgres,2.35,54.934897,8329.015329,0.66,0.479,0.421,41.6,3.36,11
2026-06-25T18:02:33Z,flash-sale-rabbitmq,4.44,162.424422,8329.015329,1.95,0.171,0.203,55.9,0.229,33
2026-06-25T18:02:33Z,flash-sale-prometheus,0.05,18.07745,8329.015329,0.22,1.22,0.0903,75.0,0.283,12
2026-06-25T18:02:40Z,flash-sale-api,6.99,89.831506,8329.015329,1.08,0.511,1.75,36.1,0.0,6
2026-06-25T18:02:40Z,flash-sale-worker,4.14,66.867692,8329.015329,0.8,0.415,0.419,23.9,0.0,1
2026-06-25T18:02:40Z,flash-sale-postgres,8.46,54.955868,8329.015329,0.66,0.607,0.533,41.6,4.03,11
2026-06-25T18:02:40Z,flash-sale-rabbitmq,6.37,162.424422,8329.015329,1.95,0.224,0.259,55.9,0.229,33
2026-06-25T18:02:40Z,flash-sale-prometheus,0.11,18.07745,8329.015329,0.22,1.24,0.0914,75.0,0.295,12
2026-06-25T18:02:47Z,flash-sale-api,7.49,89.862963,8329.015329,1.08,0.625,1.9,36.1,0.0,6
2026-06-25T18:02:47Z,flash-sale-worker,4.26,66.867692,8329.015329,0.8,0.516,0.523,23.9,0.0,1
2026-06-25T18:02:47Z,flash-sale-postgres,3.53,54.945382,8329.015329,0.66,0.814,0.713,41.6,5.1,11
2026-06-25T18:02:47Z,flash-sale-rabbitmq,186.33,162.424422,8329.015329,1.95,0.287,0.326,55.9,0.229,33
2026-06-25T18:02:47Z,flash-sale-prometheus,0.0,18.07745,8329.015329,0.22,1.25,0.092,75.0,0.295,12
2026-06-25T18:02:54Z,flash-sale-api,7.88,89.873449,8329.015329,1.08,0.746,2.06,36.1,0.0,6
2026-06-25T18:02:54Z,flash-sale-worker,4.87,66.878177,8329.015329,0.8,0.663,0.673,23.9,0.0,1
2026-06-25T18:02:54Z,flash-sale-postgres,9.77,55.417242,8329.015329,0.67,1.01,0.88,41.6,6.09,11
2026-06-25T18:02:54Z,flash-sale-rabbitmq,6.61,162.424422,8329.015329,1.95,0.354,0.397,55.9,0.229,33
2026-06-25T18:02:54Z,flash-sale-prometheus,0.05,18.07745,8329.015329,0.22,1.25,0.0925,75.0,0.295,12
2026-06-25T18:03:01Z,flash-sale-api,9.86,89.936364,8329.015329,1.08,0.89,2.25,36.1,0.0,6
2026-06-25T18:03:01Z,flash-sale-worker,5.59,66.878177,8329.015329,0.8,0.813,0.826,23.9,0.0,1
2026-06-25T18:03:01Z,flash-sale-postgres,4.77,55.228498,8329.015329,0.66,1.2,1.05,41.6,7.1,11
2026-06-25T18:03:01Z,flash-sale-rabbitmq,7.52,162.424422,8329.015329,1.95,0.433,0.481,55.9,0.229,33
2026-06-25T18:03:01Z,flash-sale-prometheus,0.14,18.07745,8329.015329,0.22,1.27,0.0937,75.0,0.295,12
2026-06-25T18:03:08Z,flash-sale-api,10.88,89.957335,8329.015329,1.08,1.05,2.46,36.1,0.0,6
2026-06-25T18:03:08Z,flash-sale-worker,6.36,66.888663,8329.015329,0.8,0.983,0.999,23.9,0.0,1
2026-06-25T18:03:08Z,flash-sale-postgres,4.78,55.218012,8329.015329,0.66,1.49,1.3,41.6,8.59,11
2026-06-25T18:03:08Z,flash-sale-rabbitmq,7.45,162.52928,8329.015329,1.95,0.507,0.559,55.9,0.229,33
2026-06-25T18:03:08Z,flash-sale-prometheus,0.13,18.07745,8329.015329,0.22,1.28,0.0942,75.0,0.295,12
2026-06-25T18:03:15Z,flash-sale-api,9.58,89.967821,8329.015329,1.08,1.21,2.67,36.1,0.0,6
2026-06-25T18:03:15Z,flash-sale-worker,5.84,67.161293,8329.015329,0.81,1.15,1.17,23.9,0.0,1
2026-06-25T18:03:15Z,flash-sale-postgres,9.59,54.97684,8329.015329,0.66,1.74,1.52,41.6,9.92,11
2026-06-25T18:03:15Z,flash-sale-rabbitmq,7.82,162.424422,8329.015329,1.95,0.607,0.665,55.9,0.233,33
2026-06-25T18:03:15Z,flash-sale-prometheus,0.11,18.07745,8329.015329,0.22,1.3,0.0953,75.0,0.303,12
2026-06-25T18:03:22Z,flash-sale-api,0.3,89.946849,8329.015329,1.08,1.27,2.76,36.1,0.0,6
2026-06-25T18:03:22Z,flash-sale-worker,0.03,66.899149,8329.015329,0.8,1.22,1.24,23.9,0.0,1
2026-06-25T18:03:22Z,flash-sale-postgres,1.4,54.966354,8329.015329,0.66,1.84,1.61,41.6,10.5,11
2026-06-25T18:03:22Z,flash-sale-rabbitmq,206.45,162.52928,8329.015329,1.95,0.643,0.704,55.9,0.233,33
2026-06-25T18:03:22Z,flash-sale-prometheus,0.0,18.07745,8329.015329,0.22,1.31,0.0959,75.0,0.303,12
2026-06-25T18:03:29Z,flash-sale-api,0.18,89.936364,8329.015329,1.08,1.28,2.78,36.1,0.0,6
2026-06-25T18:03:29Z,flash-sale-worker,0.01,66.941092,8329.015329,0.8,1.22,1.24,23.9,0.0,1
2026-06-25T18:03:29Z,flash-sale-postgres,0.03,54.997811,8329.015329,0.66,1.85,1.62,41.6,10.5,11
2026-06-25T18:03:29Z,flash-sale-rabbitmq,0.35,162.424422,8329.015329,1.95,0.646,0.714,55.9,0.233,33
2026-06-25T18:03:29Z,flash-sale-prometheus,0.09,18.07745,8329.015329,0.22,1.32,0.0964,75.0,0.307,12
